,title,ingredients,steps,url
851,迷你冬瓜盅,"['冬瓜 – 1端(高20厘米，直徑18厘米)', '清雞湯 – 1罐', '水 – 1杯', '冬菇，浸透 – 4隻', '鮮草茹 – 1兩(35克)', '青豆 – 2湯匙', '蝦仁2兩(70克)', '瘦肉2兩(70克)', '熟蟹肉2兩(70克)', '金華火腿茸 – 1湯匙']","['冬瓜刮去(襄瓜)，沖淨，修邊，盛大窩內。', '將清雞湯與水同煮滾，倒入瓜盅內，隔水燉45分鐘。', '蝦仁洗淨，瘦肉、冬茹及草茹切粒；將材料拖水。', '將材料加入瓜盅內，續燉30分鐘。', '最後加入火腿茸，便成。']",https://www.towngascooking.com/tc/Recipe/detail/1084
859,泡沫咖啡燉蛋,"['咖啡吉士︰', '忌廉900 毫升', '砂糖160 克', '牛奶300 毫升', '特濃咖啡200 毫升', '蛋白9 隻', '蛋白泡沬︰', '蛋白300 毫升', '砂糖60 克']","['咖啡吉士︰1) 將糖、牛奶、忌廉及咖啡勻和。2) 蛋白打起。', '將(1)及(2)勻和後，過濾，到入杯中。', '預熱焗爐，面火140度，底火190度 10 分鐘，將咖啡吉士隔水焗 35 分鐘。', '蛋白泡沬︰1) 將糖及蛋白打起，淋上剛焗好的吉士上。2) 再放入焗爐焗 10 分鐘焗至金黃色。']",https://www.towngascooking.com/tc/Recipe/detail/1092
861,燒牛柳配小黃菌汁及火雞粟子卷,"['牛柳6 安士', '火雞絲小量', '粟子蓉200 克', '薯蓉200 克', '忌廉小量', '紫菜1/2 片', '配菜 (迷你蕃茄、粟米芯、青椒)60 克', '小黃菌汁:', '紅酒20 毫升', '牛肉汁1/2 公升', '小黃菌15 克']","['在牛柳面灑上鹽及楜椒調味。在煎鍋上加入欖油加熱，將牛柳四邊煎至金黃色。', '將已煎好的牛柳放入焗爐以 180 度火，焗 10 至 15 分鐘，令牛柳達至七至八成熟。', '將薯蓉、粟子蓉放入熱鍋中，加入忌廉及鹽，邊煮邊攪勻。', '紫菜放平，將已攪拌好的薯蓉、粟子蓉放面。以包手捲的形式將餡料包裹著，再加火雞絲上面。', '配菜以橄欖油炒熟，加鹽調味，再加入小黃菌汁煮滾，放在已焗好的牛柳面即成。', '小黃菌汁製作方法: 將紅酒及牛肉汁一併煮 10-15 分鐘，再加入小黃菌即可。']",https://www.towngascooking.com/tc/Recipe/detail/1094
862,四寶燉盤龍鱔,"['白鱔1條（約1 1/4斤） ', '淮山1/2兩 ', '玉竹1/2兩', '杞子1/3兩 ', '圓肉1/3兩', '金華火腿1/2兩 ', '陳皮1/4個 ', '薑3片', '紹酒2茶匙 ', '鹽適量 ', '薑3片 ', '蔥2棵 ', '紹酒1湯匙 ']","['淮山洗淨，浸片刻；玉竹、圓肉、杞子洗淨；陳皮浸軟，去瓤；火腿切片，備用。', '白鱔去內臟，洗淨，放入沸水內燙一燙即取出，刮去魚潺，再洗淨，切去頭尾，魚身切2吋長段，但不要切斷，用魚湯袋盛著。 ', '煮滾薑蔥水，魚放入水內燙一燙，即取出，瀝乾水分，放入燉盅內，下紹酒、薑片。 ', '做法(1)的材料及滾水4碗同放燉盅內，加蓋放入燉鍋，隔水猛火燉20分鐘，改慢火再燉2小時，下鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1095
863,粟米冬瓜螺頭湯,"['新鮮粟米1條 ', '急凍螺頭6兩 ', '瘦肉6兩 ', '冬瓜1斤 ', '薑2片 ']","['粟米去衣，洗淨，切大段；螺頭用鹽洗擦乾淨，放入滾水內煮3分鐘，盛起，沖淨；冬瓜去瓤，連皮切大塊。', '燒滾適量水，放入螺頭、瘦肉、薑片滾十分鐘，改慢火煲2小時，放入粟米、冬瓜再煲1小時，下適量鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1096
864,烏豆黑糯米牛腱湯,"['烏豆4兩 ', '圓肉1兩', '黑糯米2兩', '牛腱10兩', '薑2片', '陳皮1/4個', '鹽適量 ']","['烏豆、圓肉、黑糯米洗淨。', '牛腱洗淨，飛水後再沖乾淨。', '陳皮浸軟，刮去瓤。', '燒滾適量水，放入所有材料，水再滾後改慢火煲2小時，下鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1097
865,紅棗烏雞湯,"['烏雞1隻', '紅棗8粒', '圓肉1/3兩', '淮山1/2兩', '杞子1/2兩', '陳皮1/4片', '薑2片', '鹽適量 ']","['烏雞處理乾淨，放入滾水內煮5分鐘，取出洗淨。', '紅棗、圓肉、淮山、杞子洗淨，紅棗去核。', '陳皮浸軟，刮去瓤。', '水9碗煲滾，將所有材料加入煲滾，改文火煲3小時，加鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1098
866,耙齒陳腎湯,"['耙齒蘿蔔1 1/2斤', '新鮮鴨腎5個', '臘鴨腎2個', '陳皮1/4個', '薑4片', '鹽適量 ']","['耙齒蘿蔔刨皮洗淨，斜切成角形。', '鮮鴨腎撕去肥脂，劏開除去污物及黃衣，用鹽擦洗乾淨，飛水再沖淨。', '陳皮浸軟去瓤。', '瓦煲內放適量水，加入陳皮、薑片、鴨腎，中火煲滾後，加入蘿蔔再煲滾，轉用慢火，煲約3小時，下少許鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1099
867,蔥根茶,"['蔥5棵', '冰糖適量']","['蔥取蔥白及根部，洗淨，和清水2杯同煮。', '加入調味料拌勻，即成。']",https://www.towngascooking.com/tc/Recipe/detail/1101
868,蘋果通心粉,"['通心粉40克', '免治豬肉35克', '洋蔥 (切丁)30克', '紅蘿蔔 (切丁)20克', '青豆10克', '椰菜花50克', '蘋果 (切丁)1/3個', '番茄醬1湯匙', '鹽少許']","['通心粉煮熟後，放入冷水中略沖洗，瀝乾。蘋果丁用鹽水浸泡，瀝乾，備用。', '紅蘿蔔丁、青豆(或用雪藏三色豆代替)、椰菜先燙熟。', '爆香洋蔥丁，下豬肉炒熟，加入做法(1)和(2)的材料，炒勻後加入調味料，即成。']",https://www.towngascooking.com/tc/Recipe/detail/1102
869,醋溜椰菜,"['椰菜500克', '薑茸1茶匙', '蒜茸1湯匙', '花椒粒適量', '醋1湯匙', '生抽適量', '鹽適量', '紹酒適量']","['油少許用慢火加熱，爆香花椒粒，一出香味就熄火，連油盛起備用。', '椰菜洗淨，放入滾水中川燙，撈出過冷河，瀝乾備用。', '燒熱少許油，放入椰菜大火炒熟，盛起備用。', '爆香薑茸、蒜茸，放入椰菜，下調味料炒勻，加入生粉水埋獻，淋上做法(1)的花椒油翻炒均勻，即可。']",https://www.towngascooking.com/tc/Recipe/detail/1103
870,涼拌小黃瓜,"['小黃瓜2條', '蒜肉2粒', '辣椒1條', '鹽1/2茶匙', '紅糖2湯匙', '麻油1茶匙', '白醋1/2茶匙']","['小黃瓜拍碎，切段備用。', '蒜肉、辣椒剁碎，加鹽拌勻，加入白醋及紅糖調勻。', '小黃瓜拌入做法(2)的調味汁，加上麻油即成。']",https://www.towngascooking.com/tc/Recipe/detail/1104
871,鮮菌雞絲豆漿鍋,"['金菇3兩', '靈芝菇3兩', '秀珍菇3兩', '鮮雞肉4兩', '原味豆漿1杯', '西蘭花2兩', '紹酒半湯匙', '鹽3/4茶匙', '生抽3/4茶匙', '胡椒粉少許', '油1茶匙', '生粉1茶匙', '鹽1/4茶匙']","['金菇、靈芝菇切去根部，與秀珍菇同洗淨，瀝乾水分。', '雞肉切粗條，加入醃料拌勻醃10分鐘。', '西蘭花切成朵狀，放入已下油之滾水灼熟，盛起。', '燒熱砂鍋，下油炒熟雞肉，灒酒，注入豆漿煮滾，加入西蘭花，鮮菌及調味料，待滾後上桌享用。']",https://www.towngascooking.com/tc/Recipe/detail/1105
872,豉汁肉茸釀雞髀菇,"['雞髀菇6兩', '免治豬肉3兩', '蝦米1湯匙', '豆豉1湯匙', '蒜茸1湯匙', '蔥絲適量', '金華火腿茸1湯匙', '水5湯匙', '生抽半湯匙', '麻油1茶匙', '糖1茶匙', '蠔油各1茶匙', '生粉半茶匙', '生抽半茶匙', '糖1/8茶匙', '胡椒粉少許', '生粉半湯匙']","['蝦米用水浸軟，抹乾水分，與免治豬肉、醃料及火腿茸拌至帶黏性的餡料。', '雞髀菇切片，每片釀上餡料，再蓋上另一片雞髀菇，至全部材料完成。', '燒熱油，下肉茸雞髀菇煎至7成熟。', '燒熱少許油，爆香豆豉及蒜茸，注入獻汁煮滾，放入雞髀菇煮至軟腍，上碟以蔥絲伴碟即成。']",https://www.towngascooking.com/tc/Recipe/detail/1106
873,香草番茄燜斑球,"['石斑肉10兩', '番茄12兩', '青瓜2兩', '乾百里香1茶匙', '蒜頭1粒 (剁茸)', '生粉半湯匙', '醃料：', '鹽半茶匙', '薑汁酒1湯匙', '胡椒粉少許', '調味料：', '水1/4杯', '糖1 1/2湯匙', '鹽1/3茶匙', '茄汁1湯匙', '白醋半湯匙', '水1 1/2湯匙', '生粉2茶匙']","['石斑肉洗淨，抹乾水分，切件，加入醃料拌勻醃10分鐘。', '番茄洗淨，用小刀於番茄外圍界十字紋，放入滾水煮1分鐘，取出沖冷水，撕去外皮，去籽，茄肉切粗粒。', '青瓜洗淨，開邊，去瓤及切粗粒。', '斑肉與生粉拌勻；燒熱油，下斑肉煎至兩面約7成熟，盛起。', '燒熱油，下番茄及蒜茸拌炒片刻，加入調味料及斑肉煮約3分鐘，再放入青瓜粒及百里香，埋獻後上碟品嘗。']",https://www.towngascooking.com/tc/Recipe/detail/1107
874,柚子蝦球,"['中蝦12兩', '泰國柚子肉3兩', '金不換葉8片', '紅辣椒1隻 (切斜片)', '蒜頭1粒 (切片)', '紹酒1茶匙', '薑1片', '青檸汁1 1/2湯匙', '糖4茶匙', '魚露1茶匙', '水半湯匙', '鹽1/4茶匙', '胡椒粉少許']","['中蝦去殼、去腸，留尾，洗淨，抹乾水分，加入醃料拌勻醃10分鐘，炒熟備用。', '柚子去皮，取肉，柚子肉分成塊狀。', '燒熱少許油，炒香蒜片，紅辣椒片及薑，下蝦球回鑊，贊紹酒，注入調味料、柚子肉及金不換葉拌勻，待滾後上碟享用。']",https://www.towngascooking.com/tc/Recipe/detail/1108
875,檸蜜雞翼,"['雞中翼12兩', '檸檬1個(刮出檸檬皮絲，再榨汁2 1/4湯匙)', '中國蜜糖3 1/2湯匙', '生抽半湯匙', '老抽1茶匙', '糖 1/3茶匙', '紹酒半湯匙', '水半湯匙', '鹽半茶匙', '雞粉1/3茶匙', '生粉3/4湯匙(後下)']","['雞翼解凍，洗淨，抹乾水分，加入醃料拌勻醃15分鐘，煎前用生粉拌勻。易潔鑊內放入少許油，下雞翼煎至金黃色熟透，盛起。', '煮滾調味料，放入雞翼、檸檬汁及蜜糖快手拌勻至汁液濃稠，上碟，以檸檬皮絲裝飾即成。']",https://www.towngascooking.com/tc/Recipe/detail/1109
876,京蔥豬頸肉,"['豬頸肉8兩', '京蔥1條', '豆瓣醬1湯匙', '蒜茸1茶匙', '薑米1茶匙', '生抽1茶匙', '黃砂糖1茶匙', '鹽1/4茶匙', '生粉1/4茶匙', '辣椒油1/2茶匙', '水2湯匙', '麻油少許', '胡椒粉少許', '生抽1茶匙', '糖1/4茶匙', '雞粉1/2茶匙', '生粉1/2茶匙', '水1/2茶匙']","['豬頸肉洗淨，切片，抹乾水分，加入醃料醃20分鐘。', '京蔥洗淨，切段。', '熱鑊下油2湯匙，下薑米、蒜茸爆香，加入豬頸肉及豆瓣醬炒勻，下京蔥及調味料，拌勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/1110
877,石榴骨,"['排骨12兩', '番石榴1至2個', '蒜茸1茶匙', '紹酒1茶匙', '食用梳打粉1/2茶匙', '糖2湯匙', '石榴汁1杯', '糖2茶匙', '生粉2茶匙', '雞粉1/2茶匙', '檸檬汁3湯匙', '白醋3湯匙', '蜜糖1/4茶匙', '雞粉1茶匙', '糖1茶匙', '生抽1茶匙', '味鹽1/4茶匙', '生粉1/2茶匙']","['排骨加入梳打粉及糖拌勻，醃半小時，沖淨，瀝乾水分，加入醃料醃半小時。', ' 番石榴洗淨，去蒂，切件備用。', '熱鑊下油2湯匙，下蒜茸爆香，加入排骨煎香兩面，贊酒，下調味料煮滾，轉中慢火燜約半小時至排骨軟腍及汁液約剩1/4杯，下番石榴拌勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/1111
878,咖喱煙肉牛仔卷,"['薄片肥牛肉6片', '煙肉6片', '韭菜6條', '香葉2片', '蒜茸1茶匙', '咖喱粉3/4茶匙', '雞粉1/2茶匙', '生粉1/2茶匙', '鹽1/4茶匙', '椰糖1湯匙', '椰漿1/4杯', '清水1/4杯']","['肥牛肉及煙肉解凍，洗淨，抹乾水分。', '韭菜快手飛水，過冷河備用。', '取1片肥牛，上放1片煙肉，將兩邊捲向中間成孖卷狀，用韭菜紮起打結，重複至完成所有材料。', '熱鑊下油2湯匙，下牛仔卷，用中慢火煎至金黃色，盛起瀝乾油分。', '燒熱適量油，下蒜茸、咖喱粉及香葉爆香，下調味料煮滾，澆在碟上，放上牛仔卷即成。']",https://www.towngascooking.com/tc/Recipe/detail/1112
879,麵醬牛仔骨,"['急凍牛仔骨12兩', '麵豉醬1湯匙', '辣椒膏1湯匙', '蒜茸1茶匙', '食用梳打粉1/2茶匙', '清水4湯匙', '糖1茶匙', '生粉1/4茶匙', '水1湯匙', '麻油少許', '胡椒粉少許', '生抽2茶匙', '糖1/2茶匙', '生粉1/2茶匙', '水1茶匙']","['牛仔骨解凍，加入食用梳打粉及清水醃20分鐘，沖淨，抹乾水分，加入醃料醃半小時。', '熱鑊下油燒至7成熱，下牛仔骨泡至金黃色，盛起瀝乾油分。', '熱鑊下油2湯匙，下蒜茸、麵豉醬及辣椒膏爆香，下牛仔骨及調味料，拌勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/1113
880,錦繡黃金包,"['急凍羊肉片6兩', '五香豆乾2件', '雜豆2兩', '乾蔥1粒 (剁茸)', '蒜茸1茶匙', '紹酒1茶匙', '蛋皮料 (拂勻):', '雞蛋3個', '鹽1/4茶匙', '雞粉1/4茶匙', '牛油1/2茶匙', '生粉3/4茶匙', '清水3茶匙', '糖1茶匙', '生抽1茶匙', '紅椒油1茶匙', '雞粉1/2茶匙', '生粉1/2茶匙', '辣油膏4茶匙', '清水2湯匙']","['羊肉片解凍，與五香豆乾同切粒。', '雜豆飛水，過冷河。', '熱鑊下油2湯匙，下蒜茸、乾蔥茸爆香，加入羊肉、五香豆乾及雜豆炒香，贊酒，下調味料快手拌勻，盛起成餡料。', '熱鑊下油2湯匙，蛋皮料分3份煎成蛋皮，盛起。', '餡料放蛋皮上，包成正方形，反轉放碟上，在蛋面界十字即成。']",https://www.towngascooking.com/tc/Recipe/detail/1114
881,三杯瑞士雞,"['光雞1/2隻', '薑1\ue9df (切片)', '蒜頭5粒 (切片)', '紅辣椒2隻 (切段)', '九層塔1安士', '米酒1/4杯', '瑞士汁1/4杯', '麻油1/4杯', '雞粉1/2茶匙', '糖1/2茶匙', '胡椒粉少許', '生粉1茶匙', '熟油1湯匙']","['雞洗淨斬件，以醃料拌勻，15分鐘後泡油。', '燒熱2湯匙油，爆香蒜片，薑片及紅椒，下雞件炒透，加入調味料，用中火燜約10分鐘至汁液濃稠適中，加入九層塔拌勻，續燜片刻即成。']",https://www.towngascooking.com/tc/Recipe/detail/1115
883,香煎沙茶牛仔骨,"['牛仔骨12\ue9df (450克)', '沙茶醬2湯匙', '蒜茸1茶匙', '上湯1/4杯', '生粉1茶匙', '檸檬汁1茶匙', '味椒鹽1茶匙', '醬油1茶匙', '熟油1湯匙']","['牛仔骨洗淨切件，下醃料拌勻，15分鐘後用油煎至兩面金黃，盛起。', '燒熱油，爆香蒜茸及沙茶醬，牛仔骨回鑊，贊酒後炒透，下調味料炒勻上碟。']",https://www.towngascooking.com/tc/Recipe/detail/1117
884,南乳脆香骨,"['排骨1斤 (斬件)', '生粉1/2杯', '南乳芝麻醬1/4杯', '南乳汁2湯匙', '砂糖1茶匙', '雞粉1茶匙', '玫瑰露酒1/2湯匙', '蛋黃1個']","['排骨洗淨，瀝乾水分，加入醃料拌勻醃1小時，撲上生粉。', '燒油至八成熱，將排骨分件放入，炸至金黃即成。']",https://www.towngascooking.com/tc/Recipe/detail/1118
885,柱侯醬滷焗嫩羊肉,"['澳洲無骨羊仔扒1磅', '紅棗8粒 (去核)', '甘筍1個 (切角後飛水)', '時菜適量', '柱侯醬2湯匙', '紹酒1湯匙', '上湯適量', '蒜肉8粒', '乾蔥頭8粒', '生薑38克 (切角)', '八角2粒', '陳皮1角']","['羊仔扒捲起，以繩扎實，飛水，過冷瀝乾。', '羊扒以適量油略煎至金黃。', '燒熱油，爆香香料及柱侯醬，贊紹酒，加入紅棗及羊扒，注入上湯至浸過面，煮10分鐘。', '羊扒取出，轉放已預熱至250&ordmC焗爐中，焗約8分，切件置碟中。', '將甘筍及時菜放入餘下之湯汁中煮片刻，即可伴碟上桌。']",https://www.towngascooking.com/tc/Recipe/detail/1119
886,陳皮芝麻辣椒油,"['材料A：', '生油250克', '辣椒乾40克', '乾蔥碎60克', '薑茸10克', '蒜茸20克', '陳皮1 1/2個 (浸透後切碎)', '材料B：', '純黑芝麻粉80克', '黃砂糖40克', '紹酒2湯匙', '魚露1/4杯', '老抽1湯匙']","['鑊中注入生油，加入辣椒乾以慢火泡香(約2分鐘)，盛起待涼，置乾磨機中打碎。', '原油中加入乾蔥碎、薑茸、蒜茸及陳皮碎，慢火爆香(約3分鐘)，加入材料B續炒2分鐘。', '加入調味料煮滾，轉慢火煮至濃稠即成，待涼入瓶。']",https://www.towngascooking.com/tc/Recipe/detail/1120
887,香茅醬油汁（份量：500毫升）,"['香茅600克', '芫茜400克', '紅辣椒60克', '蒜頭(連皮)2個', '乾蔥頭６個', '薑肉（拍碎）- 80克', '蔥120克', '油20毫升', '老抽500毫升', '生抽200毫升', '雞湯500毫升', '單晶冰糖250克']","['香茅、芫茜、辣椒、乾蔥頭、蔥洗淨，切細。', '鍋內注入油，放入所有材料用中火炒香，傾入老抽，待熱後加入生抽拌勻，煮約1分鐘。', '加入雞湯，大火煮滾後改慢火煮45分鐘。', '加入冰糖拌煮，輕輕攪拌，煮至冰糖溶掉，即可關火。']",https://www.towngascooking.com/tc/Recipe/detail/1121
888,薄荷乳酪番茄沙律(4人份量),"['青色番茄80克', '紅色番茄80克', '紫色番茄80克', '黃色番茄80克', '橙色番茄80克', '紅洋蔥(切碎)20克', '合桃肉(切粒)20克', '薄荷葉20克', '純乳酪150毫升', '檸檬汁少許', '鹽少許', '鮮磨黑椒碎少許']","['番茄洗淨，切角備用。', '薄荷葉切碎，與純乳酪及檸檬汁拌勻，加入鹽和黑椒碎調味。', '將各款番茄拌勻上碟，澆上薄荷乳酪汁灑上紅洋蔥碎及合桃粒即成。']",https://www.towngascooking.com/tc/Recipe/detail/1122
889,藍紋芝士脆薯餅 (4人份量),"['美國馬鈴薯2個', '藍紋芝士(Gorgonzola)40克', '京蔥碎15克', '洋蔥碎15克', '雜沙律菜60克', '鹽適量', '鮮磨黑椒碎適量', '紅洋蔥碎適量', '藍紋芝士碎適量']","['馬鈴薯洗淨，連皮蒸至半熟，去皮，刨成絲。', '馬鈴薯絲、洋蔥碎、京蔥碎、藍紋芝士、調味料同拌勻。', '燒熱平底鑊，下油，用中火將馬鈴薯混合物煎至兩面香脆。', '伴沙律菜上碟，並灑上洋蔥碎及藍紋芝士即可。']",https://www.towngascooking.com/tc/Recipe/detail/1123
890,南瓜海鮮意大利飯  (4人份量),"['南瓜茸60克', '青口4隻', '中蝦4隻', '龍\ue77f魚柳80克', '魷魚60克', '半殼帶子4隻', '意大利米450克', '雞湯1.5公升', '黑橄欖(切片)10克', '意大利青瓜(切粒)20克', '洋蔥(切碎)30克', '淡忌廉100毫升', '巴馬臣芝士粉30克', '白酒適量', '麵粉適量', '橄欖油適量', '鹽適量', '鮮磨黑椒碎適量']","['青口、蝦及魷魚與調味料拌勻，備用。', '燒熱油，下洋蔥碎炒香，灑入白酒，加入意大利米炒約2分鐘至散發香氣，分數次加入雞湯，直至雞湯完全收乾(飯粒呈柔軟飽滿、濕潤有光澤的狀態)，加入蝦、青口、魷魚及淡忌廉，再用小火煮8至10分鐘，期間不斷攪拌，以免黏底。', '加入黑橄欖片、意大利青瓜粒及南瓜茸，撒上芝士粉及調味料拌勻，上碟。', '龍\ue77f魚柳及帶子加入調味料調味，抹上麵粉，煎熟，放於意大利飯面即可。']",https://www.towngascooking.com/tc/Recipe/detail/1124
891,蘋果金寶 (4人份量),"['蘋果餡料︰', '紅蘋果(去皮、切粒)4個', '淡味牛油45克', '水110毫升', '葡萄乾22克', '糖55克', '牛油麵粉糰︰', '糖粉20克', '淡味牛油40克', '麵粉90克', '梳打粉1克', '伴碟:意大利雲呢拿雪糕4球']","['用牛油45克炒香蘋果粒，加入糖、葡萄乾及水煮勻，待滾後備用。', '牛油麵粉糰材料拌至呈粗顆粒狀。', '蘋果餡料放在焗盤上，鋪上牛油麵粉粒，至完全覆蓋蘋果餡料。', '預熱焗爐至220℃，放入焗盤焗至麵粉粒呈金黃色即可。', '享用時，伴上意大利雲呢拿雪糕，一冷一熱，滋味無窮。']",https://www.towngascooking.com/tc/Recipe/detail/1125
892,雙冬蘆筍伴大蝦,"['冬菇40克', '冬瓜300克', '蝦900克', '幼籚筍1包', '陳皮1角', '蒜肉1粒', '冰糖碎半茶匙', '蠔油2湯匙', '上湯2杯', '鹽少許', '上湯1杯', '生粉1茶匙', '水3湯匙']","['冬菇洗淨，浸軟，去蒂，瀝乾水份，泡油備用。陳皮浸軟，去瓤。', '燒熱1湯匙油，爆香陳皮、蒜肉，放入冬菇拌勻，加入過面水，下冰糖，蓋上蓋，用慢火煮30分鐘。加入蠔油，再煮30分鐘，盛起待涼，汁留用。', '冬瓜去皮，用刀削成1.5厘米厚圓環，加入上湯2杯，隔水蒸熟，傾去水份。', '蝦和鹽少許同放入大滾水中，蝦灼熟後取出，去頭和殼。蘆筍洗淨，放滾水內燙1分鐘，取出浸冷開水至涼，瀝乾，排在碟上。', '冬瓜環放在蘆筍上，環中放入冬菇，外圍掛上蝦。上湯1杯連同做法(2)的冬菇汁煮滾，用生粉水埋芡，淋上面即成。']",https://www.towngascooking.com/tc/Recipe/detail/1126
893,鮮蝦青豆羹,"['鮮蝦150克', '馬鈴薯225克', '青豆75克', '苜蓿芽少許', '雞湯3 1/2杯', '鹽半茶匙', '胡椒粉少許']","['鮮蝦洗淨，灼熟，去殼，切粒備用；青豆飛水，過冷；苜蓿芽洗淨。', '馬鈴薯去皮，切小粒，放入雞湯內煮至軟身，加入青豆煮5分鐘。', '做法(2)的材料放入攪拌器打勻，放回鍋內，加入蝦粒煮滾，下調味料拌勻。傾入碗內，放上苜蓿芽即可。']",https://www.towngascooking.com/tc/Recipe/detail/1127
894,火龍果草菇炒大蝦,"['草菇150克', '鮮蝦300克', '火龍果1個 (約600克)', '蒜肉1粒', '冰梅醬4湯匙', '鹽1/4茶匙', '生粉半茶匙', '蛋白1茶匙', '熟油1茶匙', '胡椒粉少許']","['草菇頂部劃十字，用大滾水飛水，沖冷，洗淨備用。', '蝦去殼，洗淨，抹乾，加入醃料醃半小時，泡油備用。', '火龍果切開兩邊，挖出果肉球，火龍果殼留用。', '燒熱1湯匙油，爆香蒜肉，加入草菇、蝦炒熟，放入冰梅醬及火龍果球拌勻，關火，盛於果殼內享用。']",https://www.towngascooking.com/tc/Recipe/detail/1128
895,香煎菱角糕,"['冬菇4隻', '蝦米40克', '臘腸2條', '菱角肉190克', '清水275克', '粘米粉100克', '紅蔥頭5個', '鹽2克', '糖7克', '胡椒粉少許', '水75克']","['冬菇、蝦米分別洗淨，浸軟，切粒；臘腸切粒。', '燒熱1湯匙油，炒香冬菇、蝦米及臘腸粒。', '菱角隔水蒸半小時，取出切片。', '紅蔥頭切薄片，用慢火炸香，隔去蔥片，蔥油備用。', '粘米粉放糕盆內，加入調味料及蔥油15克拌勻成幼滑粉漿。', '菱角片放入清水內，大火煮4分鐘，沖入糕盆中，跟粉漿同拌勻，隔水用大火蒸1小時，放涼後切片煎吃。']",https://www.towngascooking.com/tc/Recipe/detail/1129
896,菠菜汁浸雞,"['雞項1隻 (1.2公斤) ', '菠菜40克', '清水1杯', '熟油適量', '紅椒絲適量', '蔥絲適量', '鹽1/8茶匙', '糖1茶匙', '雞粉1 1/2茶匙', '麻油適量', '胡椒粉適量', '生粉半茶匙', '清水1湯匙']","['雞去內臟，洗淨，放滾水中，待水再滾起時蓋上蓋，用慢火浸25分鐘至熟，取出，待冷後塗上熟油，待10分鐘，斬件上碟。', '菠菜洗淨，加入1杯水，用攪拌器打成菜汁，隔去菜渣，備用。', '燒熱1湯匙油，下1杯菜汁及調味料，待滾後埋芡，淋在雞上，灑上紅椒絲及蔥絲即可。']",https://www.towngascooking.com/tc/Recipe/detail/1130
897,紅菜頭番茄蘋果湯,"['新鮮紅菜頭1個 (約6\ue9df)', '番茄2個', '蘋果2個', '粟米1條', '西芹2段', '馬鈴薯2個', '薑2片']","['紅菜頭洗淨，切塊；馬鈴薯去皮，洗淨，切塊。', '粟米、番茄分別洗淨，切塊；蘋果洗淨，去心，切塊。', '煮滾9碗水，放入所有材料煮至再滾，改慢火煮2 1/2小時，下鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1131
898,冬瓜粟米羹,"['冬瓜1/2斤', '大頭菜粒1湯匙', '粟米忌廉湯1罐', '鮮冬菇2朵', '鮮草菇2\ue9df', '生粉1湯匙', '水3湯匙']","['冬瓜洗淨，去皮和瓤，切小粒；鮮冬菇洗淨，切小粒。鮮草菇洗淨，飛水，沖淨瀝乾，切小粒。', '水2碗連同粟米忌廉湯煮滾。', '放入其餘材料及少許油煮至再滾，改慢火煮15分鐘，埋獻，下鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1132
899,木瓜燉鮮奶,"['木瓜 (全熟)12\ue9df', '冰糖碎1湯匙', '鮮奶1碗', '紅棗4個']","['木瓜洗淨，切開頂部作為蓋子，餘下的部分挖去核，再起出部分瓜肉，切粒；木瓜盅留用。', '木瓜粒、鮮奶、冰糖同放入木瓜盅內，蓋上木瓜蓋，整個放入燉盅，隔水用慢火燉1小時，拌勻即可食用。']",https://www.towngascooking.com/tc/Recipe/detail/1133
900,髮菜鮮菇湯,"['髮菜1/3\ue9df', '鮮冬菇2\ue9df', '枝竹2\ue9df', '蓮藕2\ue9df', '白菜2\ue9df', '薑2片']","['髮菜浸透，洗淨，飛水瀝乾；鮮冬菇洗淨，瀝乾。', '枝竹浸透，切段；蓮藕洗淨，去皮，切塊；白菜洗淨，瀝乾。', '燒熱少許植物油，爆香薑片，注入上湯4碗煮滾，放入枝竹滾5分鐘，再放入其餘材料煮至再滾，下鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1134
901,番茄大豆芽豆腐湯,"['番茄6個', '大豆芽1/2斤', '板豆腐1塊', '紅棗6個', '薑1片']","['番茄洗淨，切塊；板豆腐沖淨；紅棗洗淨，去核。', '大豆芽連根洗淨，白鑊略炒。', '水6碗煮滾，放入所有材料煮至再滾，改慢火煮1小時，加鹽調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/1135
